,date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
918,2024-05-18,Uttar Pradesh,Onion Big,25,29 - 32,30 - 41,1kg,resource/images/vegetables/onionbig-64.png
919,2024-05-18,Uttar Pradesh,Onion Small,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionsmall-64.png
920,2024-05-18,Uttar Pradesh,Tomato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/tomato-64.png
921,2024-05-18,Uttar Pradesh,Green Chilli,66,76 - 84,79 - 109,1kg,resource/images/vegetables/greenchili-64.png
922,2024-05-18,Uttar Pradesh,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
923,2024-05-18,Uttar Pradesh,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
924,2024-05-18,Uttar Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
925,2024-05-18,Uttar Pradesh,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
926,2024-05-18,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
927,2024-05-18,Uttar Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
928,2024-05-18,Uttar Pradesh,Baby Corn,47,54 - 60,56 - 78,1kg,resource/images/vegetables/babycorn-64.png
929,2024-05-18,Uttar Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
930,2024-05-18,Uttar Pradesh,Capsicum,46,53 - 58,55 - 76,1kg,resource/images/vegetables/capsicum-64.png
931,2024-05-18,Uttar Pradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bittergourd-64.png
932,2024-05-18,Uttar Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
933,2024-05-18,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
934,2024-05-18,Uttar Pradesh,Broad Beans,62,71 - 79,74 - 102,1kg,resource/images/vegetables/broadbeans-64.png
935,2024-05-18,Uttar Pradesh,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
936,2024-05-18,Uttar Pradesh,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
937,2024-05-18,Uttar Pradesh,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
938,2024-05-18,Uttar Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
939,2024-05-18,Uttar Pradesh,Coconut,35,40 - 44,42 - 58,1kg,resource/images/vegetables/coconut-64.png
940,2024-05-18,Uttar Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
941,2024-05-18,Uttar Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
942,2024-05-18,Uttar Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
943,2024-05-18,Uttar Pradesh,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
944,2024-05-18,Uttar Pradesh,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
945,2024-05-18,Uttar Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,resource/images/vegetables/curryleaves-64.png
946,2024-05-18,Uttar Pradesh,Dill Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/dillleaves-64.png
947,2024-05-18,Uttar Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
948,2024-05-18,Uttar Pradesh,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
949,2024-05-18,Uttar Pradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjalbig-64.png
950,2024-05-18,Uttar Pradesh,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
951,2024-05-18,Uttar Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
952,2024-05-18,Uttar Pradesh,French Beans,178,205 - 226,214 - 294,1kg,resource/images/vegetables/frenchbeans-64.png
953,2024-05-18,Uttar Pradesh,Garlic,256,294 - 325,307 - 422,1kg,resource/images/vegetables/garlic-64.png
954,2024-05-18,Uttar Pradesh,Ginger,140,161 - 178,168 - 231,1kg,resource/images/vegetables/ginger-64.png
955,2024-05-18,Uttar Pradesh,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
956,2024-05-18,Uttar Pradesh,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
957,2024-05-18,Uttar Pradesh,Ivy Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/ivygourd-64.png
958,2024-05-18,Uttar Pradesh,Lemon (Lime),96,110 - 122,115 - 158,1kg,resource/images/vegetables/lemon-64.png
959,2024-05-18,Uttar Pradesh,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
960,2024-05-18,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
961,2024-05-18,Uttar Pradesh,Mushroom,90,104 - 114,108 - 149,1kg,resource/images/vegetables/mushroom-64.png
962,2024-05-18,Uttar Pradesh,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
963,2024-05-18,Uttar Pradesh,Ladies Finger,48,55 - 61,58 - 79,1kg,resource/images/vegetables/ladiesfinger-64.png
964,2024-05-18,Uttar Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,resource/images/vegetables/pumpkin-64.png
965,2024-05-18,Uttar Pradesh,Radish,34,39 - 43,41 - 56,1kg,resource/images/vegetables/radish-64.png
966,2024-05-18,Uttar Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
967,2024-05-18,Uttar Pradesh,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
968,2024-05-18,Uttar Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/snakegourd-64.png
969,2024-05-18,Uttar Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/sorrelleaves-64.png
970,2024-05-18,Uttar Pradesh,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
971,2024-05-18,Uttar Pradesh,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
972,2024-05-19,Uttar Pradesh,Onion Big,25,29 - 32,30 - 41,1kg,resource/images/vegetables/onionbig-64.png
973,2024-05-19,Uttar Pradesh,Onion Small,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionsmall-64.png
974,2024-05-19,Uttar Pradesh,Tomato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/tomato-64.png
975,2024-05-19,Uttar Pradesh,Green Chilli,66,76 - 84,79 - 109,1kg,resource/images/vegetables/greenchili-64.png
976,2024-05-19,Uttar Pradesh,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
977,2024-05-19,Uttar Pradesh,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
978,2024-05-19,Uttar Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
979,2024-05-19,Uttar Pradesh,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
980,2024-05-19,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
981,2024-05-19,Uttar Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
982,2024-05-19,Uttar Pradesh,Baby Corn,47,54 - 60,56 - 78,1kg,resource/images/vegetables/babycorn-64.png
983,2024-05-19,Uttar Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
984,2024-05-19,Uttar Pradesh,Capsicum,46,53 - 58,55 - 76,1kg,resource/images/vegetables/capsicum-64.png
985,2024-05-19,Uttar Pradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bittergourd-64.png
986,2024-05-19,Uttar Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
987,2024-05-19,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
988,2024-05-19,Uttar Pradesh,Broad Beans,62,71 - 79,74 - 102,1kg,resource/images/vegetables/broadbeans-64.png
989,2024-05-19,Uttar Pradesh,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
990,2024-05-19,Uttar Pradesh,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
991,2024-05-19,Uttar Pradesh,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
992,2024-05-19,Uttar Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
993,2024-05-19,Uttar Pradesh,Coconut,35,40 - 44,42 - 58,1kg,resource/images/vegetables/coconut-64.png
994,2024-05-19,Uttar Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
995,2024-05-19,Uttar Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
996,2024-05-19,Uttar Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
997,2024-05-19,Uttar Pradesh,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
998,2024-05-19,Uttar Pradesh,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
999,2024-05-19,Uttar Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,resource/images/vegetables/curryleaves-64.png
1000,2024-05-19,Uttar Pradesh,Dill Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/dillleaves-64.png
1001,2024-05-19,Uttar Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
1002,2024-05-19,Uttar Pradesh,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
1003,2024-05-19,Uttar Pradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjalbig-64.png
1004,2024-05-19,Uttar Pradesh,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
1005,2024-05-19,Uttar Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
1006,2024-05-19,Uttar Pradesh,French Beans,178,205 - 226,214 - 294,1kg,resource/images/vegetables/frenchbeans-64.png
1007,2024-05-19,Uttar Pradesh,Garlic,256,294 - 325,307 - 422,1kg,resource/images/vegetables/garlic-64.png
1008,2024-05-19,Uttar Pradesh,Ginger,140,161 - 178,168 - 231,1kg,resource/images/vegetables/ginger-64.png
1009,2024-05-19,Uttar Pradesh,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
1010,2024-05-19,Uttar Pradesh,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
1011,2024-05-19,Uttar Pradesh,Ivy Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/ivygourd-64.png
1012,2024-05-19,Uttar Pradesh,Lemon (Lime),96,110 - 122,115 - 158,1kg,resource/images/vegetables/lemon-64.png
1013,2024-05-19,Uttar Pradesh,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
1014,2024-05-19,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
1015,2024-05-19,Uttar Pradesh,Mushroom,90,104 - 114,108 - 149,1kg,resource/images/vegetables/mushroom-64.png
1016,2024-05-19,Uttar Pradesh,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
1017,2024-05-19,Uttar Pradesh,Ladies Finger,48,55 - 61,58 - 79,1kg,resource/images/vegetables/ladiesfinger-64.png
1018,2024-05-19,Uttar Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,resource/images/vegetables/pumpkin-64.png
1019,2024-05-19,Uttar Pradesh,Radish,34,39 - 43,41 - 56,1kg,resource/images/vegetables/radish-64.png
1020,2024-05-19,Uttar Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
1021,2024-05-19,Uttar Pradesh,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
1022,2024-05-19,Uttar Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/snakegourd-64.png
1023,2024-05-19,Uttar Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/sorrelleaves-64.png
1024,2024-05-19,Uttar Pradesh,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
1025,2024-05-19,Uttar Pradesh,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
1026,2024-05-20,Uttar Pradesh,Onion Big,23,26 - 29,28 - 38,1kg,resource/images/vegetables/onionbig-64.png
1027,2024-05-20,Uttar Pradesh,Onion Small,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionsmall-64.png
1028,2024-05-20,Uttar Pradesh,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
1029,2024-05-20,Uttar Pradesh,Green Chilli,68,78 - 86,82 - 112,1kg,resource/images/vegetables/greenchili-64.png
1030,2024-05-20,Uttar Pradesh,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
1031,2024-05-20,Uttar Pradesh,Potato,34,39 - 43,41 - 56,1kg,resource/images/vegetables/potato-64.png
1032,2024-05-20,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
1033,2024-05-20,Uttar Pradesh,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
1034,2024-05-20,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
1035,2024-05-20,Uttar Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
1036,2024-05-20,Uttar Pradesh,Baby Corn,47,54 - 60,56 - 78,1kg,resource/images/vegetables/babycorn-64.png
1037,2024-05-20,Uttar Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
1038,2024-05-20,Uttar Pradesh,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
1039,2024-05-20,Uttar Pradesh,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
1040,2024-05-20,Uttar Pradesh,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
1041,2024-05-20,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
1042,2024-05-20,Uttar Pradesh,Broad Beans,70,81 - 89,84 - 116,1kg,resource/images/vegetables/broadbeans-64.png
1043,2024-05-20,Uttar Pradesh,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
1044,2024-05-20,Uttar Pradesh,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
1045,2024-05-20,Uttar Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
1046,2024-05-20,Uttar Pradesh,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
1047,2024-05-20,Uttar Pradesh,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
1048,2024-05-20,Uttar Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
1049,2024-05-20,Uttar Pradesh,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
1050,2024-05-20,Uttar Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
1051,2024-05-20,Uttar Pradesh,Corn,35,40 - 44,42 - 58,1kg,resource/images/vegetables/corn-64.png
1052,2024-05-20,Uttar Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cucumber-64.png
1053,2024-05-20,Uttar Pradesh,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
1054,2024-05-20,Uttar Pradesh,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
1055,2024-05-20,Uttar Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
1056,2024-05-20,Uttar Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,resource/images/vegetables/brinjal-64.png
1057,2024-05-20,Uttar Pradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,resource/images/vegetables/brinjalbig-64.png
1058,2024-05-20,Uttar Pradesh,Elephant Yam,34,39 - 43,41 - 56,1kg,resource/images/vegetables/elephantyam-64.png
1059,2024-05-20,Uttar Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
1060,2024-05-20,Uttar Pradesh,French Beans,167,192 - 212,200 - 276,1kg,resource/images/vegetables/frenchbeans-64.png
1061,2024-05-20,Uttar Pradesh,Garlic,250,288 - 318,300 - 413,1kg,resource/images/vegetables/garlic-64.png
1062,2024-05-20,Uttar Pradesh,Ginger,128,147 - 163,154 - 211,1kg,resource/images/vegetables/ginger-64.png
1063,2024-05-20,Uttar Pradesh,Onion Green,44,51 - 56,53 - 73,1kg,resource/images/vegetables/oniongreen-64.png
1064,2024-05-20,Uttar Pradesh,Green Peas,47,54 - 60,56 - 78,1kg,resource/images/vegetables/greenpeas-64.png
1065,2024-05-20,Uttar Pradesh,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
1066,2024-05-20,Uttar Pradesh,Lemon (Lime),99,114 - 126,119 - 163,1kg,resource/images/vegetables/lemon-64.png
1067,2024-05-20,Uttar Pradesh,Mango Raw,26,30 - 33,31 - 43,1kg,resource/images/vegetables/mangoraw-64.png
1068,2024-05-20,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
1069,2024-05-20,Uttar Pradesh,Mushroom,78,90 - 99,94 - 129,1kg,resource/images/vegetables/mushroom-64.png
1070,2024-05-20,Uttar Pradesh,Mustard Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/mustardleaves-64.png
1071,2024-05-20,Uttar Pradesh,Ladies Finger,45,52 - 57,54 - 74,1kg,resource/images/vegetables/ladiesfinger-64.png
1072,2024-05-20,Uttar Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
1073,2024-05-20,Uttar Pradesh,Radish,30,35 - 38,36 - 50,1kg,resource/images/vegetables/radish-64.png
1074,2024-05-20,Uttar Pradesh,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
1075,2024-05-20,Uttar Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,resource/images/vegetables/shallot-64.png
1076,2024-05-20,Uttar Pradesh,Snake Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/snakegourd-64.png
1077,2024-05-20,Uttar Pradesh,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
1078,2024-05-20,Uttar Pradesh,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
1079,2024-05-20,Uttar Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
1080,2024-05-21,Uttar Pradesh,Onion Big,23,26 - 29,28 - 38,1kg,resource/images/vegetables/onionbig-64.png
1081,2024-05-21,Uttar Pradesh,Onion Small,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionsmall-64.png
1082,2024-05-21,Uttar Pradesh,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
1083,2024-05-21,Uttar Pradesh,Green Chilli,68,78 - 86,82 - 112,1kg,resource/images/vegetables/greenchili-64.png
1084,2024-05-21,Uttar Pradesh,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
1085,2024-05-21,Uttar Pradesh,Potato,34,39 - 43,41 - 56,1kg,resource/images/vegetables/potato-64.png
1086,2024-05-21,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
1087,2024-05-21,Uttar Pradesh,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
1088,2024-05-21,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
1089,2024-05-21,Uttar Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
1090,2024-05-21,Uttar Pradesh,Baby Corn,47,54 - 60,56 - 78,1kg,resource/images/vegetables/babycorn-64.png
1091,2024-05-21,Uttar Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
1092,2024-05-21,Uttar Pradesh,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
1093,2024-05-21,Uttar Pradesh,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
1094,2024-05-21,Uttar Pradesh,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
1095,2024-05-21,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
1096,2024-05-21,Uttar Pradesh,Broad Beans,70,81 - 89,84 - 116,1kg,resource/images/vegetables/broadbeans-64.png
1097,2024-05-21,Uttar Pradesh,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
1098,2024-05-21,Uttar Pradesh,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
1099,2024-05-21,Uttar Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
1100,2024-05-21,Uttar Pradesh,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
1101,2024-05-21,Uttar Pradesh,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
1102,2024-05-21,Uttar Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
1103,2024-05-21,Uttar Pradesh,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
1104,2024-05-21,Uttar Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
1105,2024-05-21,Uttar Pradesh,Corn,35,40 - 44,42 - 58,1kg,resource/images/vegetables/corn-64.png
1106,2024-05-21,Uttar Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cucumber-64.png
1107,2024-05-21,Uttar Pradesh,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
1108,2024-05-21,Uttar Pradesh,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
1109,2024-05-21,Uttar Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
1110,2024-05-21,Uttar Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,resource/images/vegetables/brinjal-64.png
1111,2024-05-21,Uttar Pradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,resource/images/vegetables/brinjalbig-64.png
1112,2024-05-21,Uttar Pradesh,Elephant Yam,34,39 - 43,41 - 56,1kg,resource/images/vegetables/elephantyam-64.png
1113,2024-05-21,Uttar Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
1114,2024-05-21,Uttar Pradesh,French Beans,167,192 - 212,200 - 276,1kg,resource/images/vegetables/frenchbeans-64.png
1115,2024-05-21,Uttar Pradesh,Garlic,250,288 - 318,300 - 413,1kg,resource/images/vegetables/garlic-64.png
